Member_number,Date,itemDescription,year,month,day,day_of_week
4020,12/01/2014,frozen potato products,2014,1,12,6
4426,12/01/2014,berries,2014,1,12,6
4426,12/01/2014,pip fruit,2014,1,12,6
4453,12/01/2014,rolls/buns,2014,1,12,6
4453,12/01/2014,oil,2014,1,12,6
4614,12/01/2014,sausage,2014,1,12,6
4614,12/01/2014,newspapers,2014,1,12,6
4753,12/01/2014,whole milk,2014,1,12,6
4753,12/01/2014,white wine,2014,1,12,6
4814,12/01/2014,pip fruit,2014,1,12,6
4814,12/01/2014,bottled beer,2014,1,12,6
4814,12/01/2014,other vegetables,2014,1,12,6
1051,13/01/2014,hamburger meat,2014,1,13,0
1051,13/01/2014,bottled beer,2014,1,13,0
1443,13/01/2014,hamburger meat,2014,1,13,0
1443,13/01/2014,dessert,2014,1,13,0
1483,13/01/2014,meat,2014,1,13,0
1483,13/01/2014,pip fruit,2014,1,13,0
1779,13/01/2014,citrus fruit,2014,1,13,0
1779,13/01/2014,newspapers,2014,1,13,0
1821,13/01/2014,coffee,2014,1,13,0
1821,13/01/2014,butter milk,2014,1,13,0
1956,13/01/2014,nut snack,2014,1,13,0
1956,13/01/2014,butter,2014,1,13,0
1961,13/01/2014,sugar,2014,1,13,0
1961,13/01/2014,frozen vegetables,2014,1,13,0
2148,13/01/2014,soda,2014,1,13,0
2148,13/01/2014,canned beer,2014,1,13,0
2383,13/01/2014,pork,2014,1,13,0
2383,13/01/2014,yogurt,2014,1,13,0
2927,13/01/2014,rolls/buns,2014,1,13,0
2927,13/01/2014,hygiene articles,2014,1,13,0
3482,13/01/2014,root vegetables,2014,1,13,0
3482,13/01/2014,oil,2014,1,13,0
3482,13/01/2014,soda,2014,1,13,0
3539,13/01/2014,photo/film,2014,1,13,0
3539,13/01/2014,bottled beer,2014,1,13,0
3789,13/01/2014,bottled water,2014,1,13,0
3789,13/01/2014,rolls/buns,2014,1,13,0
4002,13/01/2014,seasonal products,2014,1,13,0
4002,13/01/2014,flour,2014,1,13,0
4002,13/01/2014,domestic eggs,2014,1,13,0
4065,13/01/2014,brown bread,2014,1,13,0
4065,13/01/2014,pastry,2014,1,13,0
4067,13/01/2014,whole milk,2014,1,13,0
4067,13/01/2014,specialty chocolate,2014,1,13,0
4355,13/01/2014,whole milk,2014,1,13,0
4355,13/01/2014,pip fruit,2014,1,13,0
4681,13/01/2014,bottled water,2014,1,13,0
4681,13/01/2014,bottled water,2014,1,13,0
4836,13/01/2014,whipped/sour cream,2014,1,13,0
4836,13/01/2014,cream cheese ,2014,1,13,0
4860,13/01/2014,pastry,2014,1,13,0
4860,13/01/2014,fruit/vegetable juice,2014,1,13,0
1065,14/01/2014,tropical fruit,2014,1,14,1
1065,14/01/2014,whole milk,2014,1,14,1
1065,14/01/2014,long life bakery product,2014,1,14,1
1065,14/01/2014,rum,2014,1,14,1
1311,14/01/2014,other vegetables,2014,1,14,1
1311,14/01/2014,rolls/buns,2014,1,14,1
1608,14/01/2014,fruit/vegetable juice,2014,1,14,1
1608,14/01/2014,ice cream,2014,1,14,1
1859,14/01/2014,soda,2014,1,14,1
1859,14/01/2014,chewing gum,2014,1,14,1
2076,14/01/2014,softener,2014,1,14,1
2076,14/01/2014,salty snack,2014,1,14,1
2294,14/01/2014,whole milk,2014,1,14,1
2294,14/01/2014,whipped/sour cream,2014,1,14,1
2384,14/01/2014,semi-finished bread,2014,1,14,1
2384,14/01/2014,rolls/buns,2014,1,14,1
2384,14/01/2014,fruit/vegetable juice,2014,1,14,1
2384,14/01/2014,tropical fruit,2014,1,14,1
2463,14/01/2014,berries,2014,1,14,1
2463,14/01/2014,soda,2014,1,14,1
2541,14/01/2014,soda,2014,1,14,1
2541,14/01/2014,specialty bar,2014,1,14,1
2545,14/01/2014,citrus fruit,2014,1,14,1
2545,14/01/2014,onions,2014,1,14,1
2564,14/01/2014,rolls/buns,2014,1,14,1
2564,14/01/2014,root vegetables,2014,1,14,1
2564,14/01/2014,rolls/buns,2014,1,14,1
2564,14/01/2014,long life bakery product,2014,1,14,1
2919,14/01/2014,rolls/buns,2014,1,14,1
2919,14/01/2014,curd,2014,1,14,1
3160,14/01/2014,red/blush wine,2014,1,14,1
3160,14/01/2014,shopping bags,2014,1,14,1
3246,14/01/2014,pot plants,2014,1,14,1
3246,14/01/2014,frozen vegetables,2014,1,14,1
3246,14/01/2014,coffee,2014,1,14,1
3291,14/01/2014,butter milk,2014,1,14,1
3291,14/01/2014,newspapers,2014,1,14,1
3344,14/01/2014,rolls/buns,2014,1,14,1
3344,14/01/2014,yogurt,2014,1,14,1
3361,14/01/2014,white wine,2014,1,14,1
3361,14/01/2014,bottled beer,2014,1,14,1
4086,14/01/2014,pastry,2014,1,14,1
4086,14/01/2014,semi-finished bread,2014,1,14,1
4086,14/01/2014,dishes,2014,1,14,1
4086,14/01/2014,napkins,2014,1,14,1
4143,14/01/2014,pastry,2014,1,14,1
4143,14/01/2014,other vegetables,2014,1,14,1
4206,14/01/2014,rolls/buns,2014,1,14,1
4206,14/01/2014,rolls/buns,2014,1,14,1
4321,14/01/2014,yogurt,2014,1,14,1
4321,14/01/2014,soda,2014,1,14,1
4362,14/01/2014,yogurt,2014,1,14,1
4362,14/01/2014,rolls/buns,2014,1,14,1
4362,14/01/2014,domestic eggs,2014,1,14,1
4362,14/01/2014,fruit/vegetable juice,2014,1,14,1
4550,14/01/2014,chicken,2014,1,14,1
4550,14/01/2014,long life bakery product,2014,1,14,1
4858,14/01/2014,detergent,2014,1,14,1
4858,14/01/2014,misc. beverages,2014,1,14,1
1052,15/01/2014,root vegetables,2014,1,15,2
1052,15/01/2014,grapes,2014,1,15,2
1139,15/01/2014,tropical fruit,2014,1,15,2
1139,15/01/2014,soft cheese,2014,1,15,2
1169,15/01/2014,other vegetables,2014,1,15,2
1169,15/01/2014,rolls/buns,2014,1,15,2
1351,15/01/2014,tropical fruit,2014,1,15,2
1351,15/01/2014,detergent,2014,1,15,2
1351,15/01/2014,rolls/buns,2014,1,15,2
1351,15/01/2014,coffee,2014,1,15,2
1574,15/01/2014,whole milk,2014,1,15,2
1574,15/01/2014,flour,2014,1,15,2
1591,15/01/2014,frozen meals,2014,1,15,2
1591,15/01/2014,bottled beer,2014,1,15,2
2160,15/01/2014,margarine,2014,1,15,2
2160,15/01/2014,rolls/buns,2014,1,15,2
2347,15/01/2014,sausage,2014,1,15,2
2347,15/01/2014,canned beer,2014,1,15,2
2355,15/01/2014,chocolate,2014,1,15,2
2355,15/01/2014,yogurt,2014,1,15,2
3554,15/01/2014,white bread,2014,1,15,2
3554,15/01/2014,make up remover,2014,1,15,2
3782,15/01/2014,pip fruit,2014,1,15,2
3782,15/01/2014,curd,2014,1,15,2
4243,15/01/2014,napkins,2014,1,15,2
4243,15/01/2014,sugar,2014,1,15,2
4762,15/01/2014,pip fruit,2014,1,15,2
4762,15/01/2014,whole milk,2014,1,15,2
1054,16/01/2014,soda,2014,1,16,3
1054,16/01/2014,fruit/vegetable juice,2014,1,16,3
1194,16/01/2014,whole milk,2014,1,16,3
1194,16/01/2014,bottled water,2014,1,16,3
1194,16/01/2014,honey,2014,1,16,3
1476,16/01/2014,yogurt,2014,1,16,3
1476,16/01/2014,coffee,2014,1,16,3
1961,16/01/2014,tropical fruit,2014,1,16,3
1961,16/01/2014,yogurt,2014,1,16,3
2118,16/01/2014,butter milk,2014,1,16,3
2118,16/01/2014,frozen vegetables,2014,1,16,3
2237,16/01/2014,flower (seeds),2014,1,16,3
2237,16/01/2014,sliced cheese,2014,1,16,3
2237,16/01/2014,soups,2014,1,16,3
2332,16/01/2014,rolls/buns,2014,1,16,3
2332,16/01/2014,soft cheese,2014,1,16,3
2520,16/01/2014,canned fruit,2014,1,16,3
2520,16/01/2014,newspapers,2014,1,16,3
2716,16/01/2014,rolls/buns,2014,1,16,3
2716,16/01/2014,curd cheese,2014,1,16,3
2738,16/01/2014,pickled vegetables,2014,1,16,3
2738,16/01/2014,pastry,2014,1,16,3
2738,16/01/2014,brown bread,2014,1,16,3
2738,16/01/2014,sugar,2014,1,16,3
2851,16/01/2014,rolls/buns,2014,1,16,3
2851,16/01/2014,misc. beverages,2014,1,16,3
3221,16/01/2014,soda,2014,1,16,3
3221,16/01/2014,bottled water,2014,1,16,3
3221,16/01/2014,house keeping products,2014,1,16,3
3222,16/01/2014,rolls/buns,2014,1,16,3
3222,16/01/2014,sliced cheese,2014,1,16,3
3566,16/01/2014,other vegetables,2014,1,16,3
3566,16/01/2014,hygiene articles,2014,1,16,3
3697,16/01/2014,sausage,2014,1,16,3
3697,16/01/2014,shopping bags,2014,1,16,3
3848,16/01/2014,root vegetables,2014,1,16,3
3848,16/01/2014,frozen vegetables,2014,1,16,3
4646,16/01/2014,whole milk,2014,1,16,3
4646,16/01/2014,shopping bags,2014,1,16,3
4803,16/01/2014,whole milk,2014,1,16,3
4803,16/01/2014,pickled vegetables,2014,1,16,3
1013,17/01/2014,hard cheese,2014,1,17,4
1013,17/01/2014,napkins,2014,1,17,4
1013,17/01/2014,bottled water,2014,1,17,4
1316,17/01/2014,rolls/buns,2014,1,17,4
1316,17/01/2014,whipped/sour cream,2014,1,17,4
1360,17/01/2014,frankfurter,2014,1,17,4
1360,17/01/2014,ketchup,2014,1,17,4
1613,17/01/2014,tropical fruit,2014,1,17,4
1613,17/01/2014,pastry,2014,1,17,4
1698,17/01/2014,yogurt,2014,1,17,4
1698,17/01/2014,yogurt,2014,1,17,4
1743,17/01/2014,frankfurter,2014,1,17,4
1743,17/01/2014,whipped/sour cream,2014,1,17,4
1798,17/01/2014,pip fruit,2014,1,17,4
1798,17/01/2014,pastry,2014,1,17,4
2134,17/01/2014,soda,2014,1,17,4
2134,17/01/2014,bottled water,2014,1,17,4
2340,17/01/2014,meat,2014,1,17,4
2340,17/01/2014,yogurt,2014,1,17,4
2340,17/01/2014,soda,2014,1,17,4
2340,17/01/2014,red/blush wine,2014,1,17,4
2431,17/01/2014,processed cheese,2014,1,17,4
2431,17/01/2014,whole milk,2014,1,17,4
2431,17/01/2014,soda,2014,1,17,4
2431,17/01/2014,domestic eggs,2014,1,17,4
2746,17/01/2014,hamburger meat,2014,1,17,4
2746,17/01/2014,brown bread,2014,1,17,4
2855,17/01/2014,yogurt,2014,1,17,4
2855,17/01/2014,coffee,2014,1,17,4
2905,17/01/2014,waffles,2014,1,17,4
2905,17/01/2014,brown bread,2014,1,17,4
2980,17/01/2014,other vegetables,2014,1,17,4
2980,17/01/2014,bottled beer,2014,1,17,4
2980,17/01/2014,cleaner,2014,1,17,4
3054,17/01/2014,semi-finished bread,2014,1,17,4
3054,17/01/2014,waffles,2014,1,17,4
3595,17/01/2014,other vegetables,2014,1,17,4
3595,17/01/2014,curd,2014,1,17,4
4182,17/01/2014,whole milk,2014,1,17,4
4182,17/01/2014,sliced cheese,2014,1,17,4
4250,17/01/2014,yogurt,2014,1,17,4
4250,17/01/2014,pet care,2014,1,17,4
4303,17/01/2014,sugar,2014,1,17,4
4303,17/01/2014,shopping bags,2014,1,17,4
4303,17/01/2014,instant coffee,2014,1,17,4
4392,17/01/2014,pork,2014,1,17,4
4392,17/01/2014,other vegetables,2014,1,17,4
1162,18/01/2014,white bread,2014,1,18,5
1162,18/01/2014,yogurt,2014,1,18,5
1275,18/01/2014,frozen potato products,2014,1,18,5
1275,18/01/2014,domestic eggs,2014,1,18,5
1275,18/01/2014,shopping bags,2014,1,18,5
1275,18/01/2014,butter milk,2014,1,18,5
1462,18/01/2014,salty snack,2014,1,18,5
1462,18/01/2014,sugar,2014,1,18,5
1682,18/01/2014,other vegetables,2014,1,18,5
1682,18/01/2014,newspapers,2014,1,18,5
1797,18/01/2014,other vegetables,2014,1,18,5
1797,18/01/2014,chocolate marshmallow,2014,1,18,5
1816,18/01/2014,jam,2014,1,18,5
1816,18/01/2014,cake bar,2014,1,18,5
2091,18/01/2014,photo/film,2014,1,18,5
2091,18/01/2014,vinegar,2014,1,18,5
2353,18/01/2014,soda,2014,1,18,5
2353,18/01/2014,soda,2014,1,18,5
2353,18/01/2014,cereals,2014,1,18,5
2390,18/01/2014,other vegetables,2014,1,18,5
2390,18/01/2014,other vegetables,2014,1,18,5
2391,18/01/2014,citrus fruit,2014,1,18,5
2391,18/01/2014,whipped/sour cream,2014,1,18,5
2413,18/01/2014,whole milk,2014,1,18,5
2413,18/01/2014,cat food,2014,1,18,5
2816,18/01/2014,citrus fruit,2014,1,18,5
2816,18/01/2014,chewing gum,2014,1,18,5
2816,18/01/2014,frozen vegetables,2014,1,18,5
2816,18/01/2014,margarine,2014,1,18,5
2850,18/01/2014,organic sausage,2014,1,18,5
2850,18/01/2014,UHT-milk,2014,1,18,5
2909,18/01/2014,frozen fish,2014,1,18,5
2909,18/01/2014,whole milk,2014,1,18,5
3348,18/01/2014,other vegetables,2014,1,18,5
3348,18/01/2014,soda,2014,1,18,5
3348,18/01/2014,pickled vegetables,2014,1,18,5
3349,18/01/2014,rolls/buns,2014,1,18,5
3349,18/01/2014,liquor,2014,1,18,5
3349,18/01/2014,curd,2014,1,18,5
3349,18/01/2014,other vegetables,2014,1,18,5
3516,18/01/2014,dessert,2014,1,18,5
3516,18/01/2014,rolls/buns,2014,1,18,5
3732,18/01/2014,ice cream,2014,1,18,5
3732,18/01/2014,fruit/vegetable juice,2014,1,18,5
4233,18/01/2014,chicken,2014,1,18,5
4233,18/01/2014,soda,2014,1,18,5
4233,18/01/2014,packaged fruit/vegetables,2014,1,18,5
4505,18/01/2014,tropical fruit,2014,1,18,5
4505,18/01/2014,other vegetables,2014,1,18,5
4814,18/01/2014,pickled vegetables,2014,1,18,5
4814,18/01/2014,yogurt,2014,1,18,5
4978,18/01/2014,pork,2014,1,18,5
4978,18/01/2014,grapes,2014,1,18,5
1003,19/01/2014,frozen meals,2014,1,19,6
1003,19/01/2014,dental care,2014,1,19,6
1438,19/01/2014,whole milk,2014,1,19,6
1438,19/01/2014,yogurt,2014,1,19,6
1438,19/01/2014,shopping bags,2014,1,19,6
1561,19/01/2014,onions,2014,1,19,6
1561,19/01/2014,cream cheese ,2014,1,19,6
1569,19/01/2014,rolls/buns,2014,1,19,6
1569,19/01/2014,pastry,2014,1,19,6
1755,19/01/2014,whole milk,2014,1,19,6
1755,19/01/2014,soda,2014,1,19,6
2137,19/01/2014,UHT-milk,2014,1,19,6
2137,19/01/2014,hard cheese,2014,1,19,6
2244,19/01/2014,finished products,2014,1,19,6
2244,19/01/2014,canned fish,2014,1,19,6
2322,19/01/2014,sweet spreads,2014,1,19,6
2322,19/01/2014,newspapers,2014,1,19,6
2432,19/01/2014,tropical fruit,2014,1,19,6
2432,19/01/2014,pickled vegetables,2014,1,19,6
2446,19/01/2014,finished products,2014,1,19,6
2446,19/01/2014,margarine,2014,1,19,6
2446,19/01/2014,whipped/sour cream,2014,1,19,6
2573,19/01/2014,ham,2014,1,19,6
2573,19/01/2014,Instant food products,2014,1,19,6
2615,19/01/2014,frozen vegetables,2014,1,19,6
2615,19/01/2014,bottled water,2014,1,19,6
2806,19/01/2014,whipped/sour cream,2014,1,19,6
2806,19/01/2014,canned beer,2014,1,19,6
2893,19/01/2014,other vegetables,2014,1,19,6
2893,19/01/2014,rolls/buns,2014,1,19,6
3025,19/01/2014,hamburger meat,2014,1,19,6
3025,19/01/2014,cat food,2014,1,19,6
3293,19/01/2014,nuts/prunes,2014,1,19,6
3293,19/01/2014,vinegar,2014,1,19,6
3396,19/01/2014,cream cheese ,2014,1,19,6
3396,19/01/2014,whole milk,2014,1,19,6
3474,19/01/2014,rolls/buns,2014,1,19,6
3474,19/01/2014,curd,2014,1,19,6
3512,19/01/2014,other vegetables,2014,1,19,6
3512,19/01/2014,butter milk,2014,1,19,6
4292,19/01/2014,whipped/sour cream,2014,1,19,6
4292,19/01/2014,pot plants,2014,1,19,6
4299,19/01/2014,other vegetables,2014,1,19,6
4299,19/01/2014,tidbits,2014,1,19,6
4299,19/01/2014,dental care,2014,1,19,6
4579,19/01/2014,whole milk,2014,1,19,6
4579,19/01/2014,candles,2014,1,19,6
4579,19/01/2014,yogurt,2014,1,19,6
4924,19/01/2014,pastry,2014,1,19,6
4924,19/01/2014,cereals,2014,1,19,6
1036,20/01/2014,fruit/vegetable juice,2014,1,20,0
1036,20/01/2014,vinegar,2014,1,20,0
1069,20/01/2014,pork,2014,1,20,0
1069,20/01/2014,rolls/buns,2014,1,20,0
1196,20/01/2014,pip fruit,2014,1,20,0
1196,20/01/2014,shopping bags,2014,1,20,0
1650,20/01/2014,coffee,2014,1,20,0
1650,20/01/2014,detergent,2014,1,20,0
1650,20/01/2014,rolls/buns,2014,1,20,0
1650,20/01/2014,pasta,2014,1,20,0
2011,20/01/2014,whipped/sour cream,2014,1,20,0
2011,20/01/2014,fruit/vegetable juice,2014,1,20,0
2051,20/01/2014,meat,2014,1,20,0
2051,20/01/2014,rolls/buns,2014,1,20,0
2106,20/01/2014,pastry,2014,1,20,0
2106,20/01/2014,fruit/vegetable juice,2014,1,20,0
2127,20/01/2014,whole milk,2014,1,20,0
2127,20/01/2014,fruit/vegetable juice,2014,1,20,0
2325,20/01/2014,whole milk,2014,1,20,0
2325,20/01/2014,long life bakery product,2014,1,20,0
2602,20/01/2014,cream cheese ,2014,1,20,0
2602,20/01/2014,whole milk,2014,1,20,0
2663,20/01/2014,canned beer,2014,1,20,0
2663,20/01/2014,tropical fruit,2014,1,20,0
2663,20/01/2014,kitchen towels,2014,1,20,0
3378,20/01/2014,pork,2014,1,20,0
3378,20/01/2014,mayonnaise,2014,1,20,0
3410,20/01/2014,shopping bags,2014,1,20,0
3410,20/01/2014,cream cheese ,2014,1,20,0
3639,20/01/2014,tropical fruit,2014,1,20,0
3639,20/01/2014,whipped/sour cream,2014,1,20,0
3639,20/01/2014,hygiene articles,2014,1,20,0
3656,20/01/2014,canned beer,2014,1,20,0
3656,20/01/2014,dental care,2014,1,20,0
3695,20/01/2014,frozen vegetables,2014,1,20,0
3695,20/01/2014,pastry,2014,1,20,0
3890,20/01/2014,newspapers,2014,1,20,0
3890,20/01/2014,sliced cheese,2014,1,20,0
4329,20/01/2014,pastry,2014,1,20,0
4329,20/01/2014,bottled water,2014,1,20,0
4329,20/01/2014,candles,2014,1,20,0
4406,20/01/2014,pork,2014,1,20,0
4406,20/01/2014,cream cheese ,2014,1,20,0
4671,20/01/2014,sausage,2014,1,20,0
4671,20/01/2014,flower (seeds),2014,1,20,0
4685,20/01/2014,soft cheese,2014,1,20,0
4685,20/01/2014,pip fruit,2014,1,20,0
4698,20/01/2014,prosecco,2014,1,20,0
4698,20/01/2014,rolls/buns,2014,1,20,0
4698,20/01/2014,specialty chocolate,2014,1,20,0
4698,20/01/2014,white bread,2014,1,20,0
4944,20/01/2014,organic sausage,2014,1,20,0
4944,20/01/2014,salty snack,2014,1,20,0
4944,20/01/2014,white bread,2014,1,20,0
4991,20/01/2014,processed cheese,2014,1,20,0
4991,20/01/2014,hygiene articles,2014,1,20,0
1661,21/01/2014,pip fruit,2014,1,21,1
1661,21/01/2014,tidbits,2014,1,21,1
2120,21/01/2014,soda,2014,1,21,1
2120,21/01/2014,napkins,2014,1,21,1
2246,21/01/2014,bottled beer,2014,1,21,1
2246,21/01/2014,soda,2014,1,21,1
2246,21/01/2014,newspapers,2014,1,21,1
2258,21/01/2014,seasonal products,2014,1,21,1
2258,21/01/2014,butter,2014,1,21,1
2258,21/01/2014,ice cream,2014,1,21,1
2261,21/01/2014,tropical fruit,2014,1,21,1
2261,21/01/2014,oil,2014,1,21,1
2482,21/01/2014,pip fruit,2014,1,21,1
2482,21/01/2014,vinegar,2014,1,21,1
2482,21/01/2014,misc. beverages,2014,1,21,1
2573,21/01/2014,pastry,2014,1,21,1
2573,21/01/2014,soda,2014,1,21,1
2779,21/01/2014,red/blush wine,2014,1,21,1
2779,21/01/2014,whipped/sour cream,2014,1,21,1
2779,21/01/2014,specialty cheese,2014,1,21,1
2779,21/01/2014,abrasive cleaner,2014,1,21,1
2806,21/01/2014,newspapers,2014,1,21,1
2806,21/01/2014,long life bakery product,2014,1,21,1
3010,21/01/2014,rolls/buns,2014,1,21,1
3010,21/01/2014,root vegetables,2014,1,21,1
3219,21/01/2014,shopping bags,2014,1,21,1
3219,21/01/2014,whole milk,2014,1,21,1
3315,21/01/2014,frozen meals,2014,1,21,1
3315,21/01/2014,whole milk,2014,1,21,1
3320,21/01/2014,hamburger meat,2014,1,21,1
3320,21/01/2014,rolls/buns,2014,1,21,1
3344,21/01/2014,canned beer,2014,1,21,1
3344,21/01/2014,bottled water,2014,1,21,1
3350,21/01/2014,citrus fruit,2014,1,21,1
3350,21/01/2014,baking powder,2014,1,21,1
3403,21/01/2014,bottled water,2014,1,21,1
3403,21/01/2014,baking powder,2014,1,21,1
3403,21/01/2014,UHT-milk,2014,1,21,1
3468,21/01/2014,butter,2014,1,21,1
3468,21/01/2014,dish cleaner,2014,1,21,1
3596,21/01/2014,frozen vegetables,2014,1,21,1
3596,21/01/2014,rolls/buns,2014,1,21,1
3596,21/01/2014,curd cheese,2014,1,21,1
3680,21/01/2014,hamburger meat,2014,1,21,1
3680,21/01/2014,butter milk,2014,1,21,1
4216,21/01/2014,other vegetables,2014,1,21,1
4216,21/01/2014,brown bread,2014,1,21,1
4364,21/01/2014,turkey,2014,1,21,1
4364,21/01/2014,yogurt,2014,1,21,1
4400,21/01/2014,rolls/buns,2014,1,21,1
4400,21/01/2014,shopping bags,2014,1,21,1
4490,21/01/2014,domestic eggs,2014,1,21,1
4490,21/01/2014,processed cheese,2014,1,21,1
4490,21/01/2014,whole milk,2014,1,21,1
4490,21/01/2014,bottled water,2014,1,21,1
4504,21/01/2014,misc. beverages,2014,1,21,1
4504,21/01/2014,other vegetables,2014,1,21,1
4504,21/01/2014,rolls/buns,2014,1,21,1
4504,21/01/2014,brown bread,2014,1,21,1
1697,22/01/2014,sausage,2014,1,22,2
1697,22/01/2014,butter,2014,1,22,2
1714,22/01/2014,mustard,2014,1,22,2
1714,22/01/2014,zwieback,2014,1,22,2
2241,22/01/2014,butter,2014,1,22,2
2241,22/01/2014,brown bread,2014,1,22,2
2328,22/01/2014,bottled beer,2014,1,22,2
2328,22/01/2014,grapes,2014,1,22,2
2328,22/01/2014,candy,2014,1,22,2
3084,22/01/2014,citrus fruit,2014,1,22,2
3084,22/01/2014,other vegetables,2014,1,22,2
3104,22/01/2014,root vegetables,2014,1,22,2
3104,22/01/2014,white wine,2014,1,22,2
3119,22/01/2014,salty snack,2014,1,22,2
3119,22/01/2014,brown bread,2014,1,22,2
3435,22/01/2014,other vegetables,2014,1,22,2
3435,22/01/2014,bottled water,2014,1,22,2
3713,22/01/2014,tropical fruit,2014,1,22,2
3713,22/01/2014,root vegetables,2014,1,22,2
3764,22/01/2014,other vegetables,2014,1,22,2
3764,22/01/2014,frozen vegetables,2014,1,22,2
3950,22/01/2014,cat food,2014,1,22,2
3950,22/01/2014,white bread,2014,1,22,2
4036,22/01/2014,cat food,2014,1,22,2
4036,22/01/2014,whipped/sour cream,2014,1,22,2
4094,22/01/2014,onions,2014,1,22,2
4094,22/01/2014,margarine,2014,1,22,2
4234,22/01/2014,other vegetables,2014,1,22,2
4234,22/01/2014,fruit/vegetable juice,2014,1,22,2
4234,22/01/2014,oil,2014,1,22,2
4234,22/01/2014,detergent,2014,1,22,2
4362,22/01/2014,chewing gum,2014,1,22,2
4362,22/01/2014,curd,2014,1,22,2
4362,22/01/2014,yogurt,2014,1,22,2
4659,22/01/2014,white wine,2014,1,22,2
4659,22/01/2014,root vegetables,2014,1,22,2
4812,22/01/2014,tropical fruit,2014,1,22,2
4812,22/01/2014,rolls/buns,2014,1,22,2
1005,23/01/2014,whipped/sour cream,2014,1,23,3
1005,23/01/2014,margarine,2014,1,23,3
1065,23/01/2014,hamburger meat,2014,1,23,3
1065,23/01/2014,soda,2014,1,23,3
1336,23/01/2014,rolls/buns,2014,1,23,3
1336,23/01/2014,domestic eggs,2014,1,23,3
1336,23/01/2014,napkins,2014,1,23,3
1445,23/01/2014,pip fruit,2014,1,23,3
1445,23/01/2014,rolls/buns,2014,1,23,3
1465,23/01/2014,ham,2014,1,23,3
1465,23/01/2014,brown bread,2014,1,23,3
1820,23/01/2014,root vegetables,2014,1,23,3
1820,23/01/2014,butter milk,2014,1,23,3
1895,23/01/2014,onions,2014,1,23,3
1895,23/01/2014,whipped/sour cream,2014,1,23,3
1908,23/01/2014,sauces,2014,1,23,3
1908,23/01/2014,shopping bags,2014,1,23,3
2341,23/01/2014,root vegetables,2014,1,23,3
2341,23/01/2014,beef,2014,1,23,3
2688,23/01/2014,sliced cheese,2014,1,23,3
2688,23/01/2014,brown bread,2014,1,23,3
2688,23/01/2014,roll products ,2014,1,23,3
2727,23/01/2014,fish,2014,1,23,3
2727,23/01/2014,fruit/vegetable juice,2014,1,23,3
2801,23/01/2014,root vegetables,2014,1,23,3
2801,23/01/2014,whole milk,2014,1,23,3
2808,23/01/2014,other vegetables,2014,1,23,3
2808,23/01/2014,white bread,2014,1,23,3
2967,23/01/2014,canned beer,2014,1,23,3
2967,23/01/2014,flower (seeds),2014,1,23,3
3090,23/01/2014,other vegetables,2014,1,23,3
3090,23/01/2014,chewing gum,2014,1,23,3
3139,23/01/2014,citrus fruit,2014,1,23,3
3139,23/01/2014,rum,2014,1,23,3
3255,23/01/2014,bottled beer,2014,1,23,3
3255,23/01/2014,semi-finished bread,2014,1,23,3
3268,23/01/2014,citrus fruit,2014,1,23,3
3268,23/01/2014,white bread,2014,1,23,3
3529,23/01/2014,fruit/vegetable juice,2014,1,23,3
3529,23/01/2014,other vegetables,2014,1,23,3
3678,23/01/2014,curd,2014,1,23,3
3678,23/01/2014,specialty bar,2014,1,23,3
3900,23/01/2014,canned vegetables,2014,1,23,3
3900,23/01/2014,pasta,2014,1,23,3
3960,23/01/2014,baking powder,2014,1,23,3
3960,23/01/2014,frozen potato products,2014,1,23,3
3967,23/01/2014,hard cheese,2014,1,23,3
3967,23/01/2014,rolls/buns,2014,1,23,3
4365,23/01/2014,other vegetables,2014,1,23,3
4365,23/01/2014,UHT-milk,2014,1,23,3
4391,23/01/2014,canned fish,2014,1,23,3
4391,23/01/2014,salty snack,2014,1,23,3
4464,23/01/2014,rolls/buns,2014,1,23,3
4464,23/01/2014,coffee,2014,1,23,3
